Most Important Candidate Quality,Shares My Values,42,55,3
Most Important Candidate Quality,Strong Leader,38,61,1
Most Important Candidate Quality,Cares About People,81,18,1
Most Important Candidate Quality,Vision for Future,45,54,1
Biggest Economic Problem Facing People Like You,Housing Market,63,32,5
Biggest Economic Problem Facing People Like You,Unemployment,54,44,2
Biggest Economic Problem Facing People Like You,Taxes,32,66,2
Biggest Economic Problem Facing People Like You,Rising Prices,49,49,2
2010 Health Care Law Should Be...,Expanded,92,5,3
2010 Health Care Law Should Be...,Kept As Is,80,19,1
2010 Health Care Law Should Be...,Repealed In Part,27,72,1
2010 Health Care Law Should Be...,Repealed Completely,3,93,4
Should 2010 Health Care Law Be Repealed?,No,87,11,2
Should 2010 Health Care Law Be Repealed?,Yes,15,83,2
Income Tax Rates Should Be...,Increased For All,52,44,4
Income Tax Rates Should Be...,Increased for $250K+,70,29,1
Income Tax Rates Should Be...,Not Increased,23,75,2
Most Illegal Immigrants Working in U.S. Should Be:,Offered Legal Status,61,37,2
Most Illegal Immigrants Working in U.S. Should Be:,Deported,24,73,3
Who Is More In Touch With People Like You?,Obama,91,7,2
Who Is More In Touch With People Like You?,Romney,1,98,1
Who Would Better Handle Economy?,Obama,98,1,1
Who Would Better Handle Economy?,Romney,4,94,2
Who Would Better Handle Medicare?,Obama,92,6,2
Who Would Better Handle Medicare?,Romney,2,96,2
Who Would Better Handle Deficit?,Obama,98,1,1
Who Would Better Handle Deficit?,Romney,3,95,2
Opinion of Government,Government Should Do More,81,17,2
Opinion of Government,Government Doing Too Much,24,74,2
National Economic Conditions,Excellent,0,0,0
National Economic Conditions,Good,90,9,1
National Economic Conditions,Not So Good,55,42,3
National Economic Conditions,Poor,12,85,3
National Economic Conditions,Excellent/Good,90,9,1
National Economic Conditions,Not So Good/Poor,38,60,2
U.S. Economic Conditions Are...,Getting Better,88,9,3
U.S. Economic Conditions Are...,Getting Worse,9,90,1
U.S. Economic Conditions Are...,Staying About the Same,40,57,3
U.S. Economic Conditions Are...,Getting Better,88,9,3
U.S. Economic Conditions Are...,Good and Staying the Same,71,27,2
U.S. Economic Conditions Are...,Poor and Staying the Same,35,62,3
U.S. Economic Conditions Are...,Getting Worse,9,90,1
Your Family's Financial Situation,Better,84,15,1
Your Family's Financial Situation,Worse,18,80,2
Your Family's Financial Situation,Same,58,40,2
Country is Going In...,Right Direction,93,6,1
Country is Going In...,Wrong Track,13,84,3
More to Blame for Current Economic Problems?,Barack Obama,5,94,1
More to Blame for Current Economic Problems?,George W. Bush,85,12,3
U.S. Economic System Generally...,Favors the Wealthy,71,26,3
U.S. Economic System Generally...,Is Fair to Most Americans,22,77,1
Should Taxes Be Raised To Help Cut Deficit?,Yes,73,24,3
Should Taxes Be Raised To Help Cut Deficit?,No,37,61,2
Opinion of Obama Administration,Enthusiastic,98,2,0
Opinion of Obama Administration,Satisfied,87,11,2
Opinion of Obama Administration,Dissatisfied,9,86,5
Opinion of Obama Administration,Angry,1,97,2
Opinion of Obama Administration,Enthusiastic/Satisfied,93,6,1
Opinion of Obama Administration,Dissatisfied/Angry,6,91,3
How Obama is Handling His Job As President,Strongly Approve,97,2,1
How Obama is Handling His Job As President,Somewhat Approve,80,18,2
How Obama is Handling His Job As President,Somewhat Disapprove,9,88,3
How Obama is Handling His Job As President,Strongly Disapprove,1,96,3
How Obama is Handling His Job As President,Approve,89,9,2
How Obama is Handling His Job As President,Disapprove,3,94,3
Opinion of Barack Obama,Favorable,93,6,1
Opinion of Barack Obama,Unfavorable,3,94,3
Opinion of Mitt Romney,Favorable,6,93,1
Opinion of Mitt Romney,Unfavorable,92,5,3
Do Obama Policies Generally Favor...,Rich,9,89,2
Do Obama Policies Generally Favor...,Middle Class,86,12,2
Do Obama Policies Generally Favor...,Poor,25,74,1
Would Romney Policies Generally Favor...,Rich,87,10,3
Would Romney Policies Generally Favor...,Middle Class,6,93,1
Would Romney Policies Generally Favor...,Poor,0,0,0
Trust Obama to Handle International Crisis?,Yes,85,13,2
Trust Obama to Handle International Crisis?,No,2,96,2
Trust Romney to Handle International Crisis?,Yes,13,86,1
Trust Romney to Handle International Crisis?,No,90,7,3
Who Do You Trust To Handle International Crisis?,Only Obama,97,1,2
Who Do You Trust To Handle International Crisis?,Only Romney,1,98,1
Who Do You Trust To Handle International Crisis?,Both,46,51,3
Who Do You Trust To Handle International Crisis?,Neither,13,72,15
Opinion of Presidential Candidate You Voted For,Strongly Favor,54,45,1
Opinion of Presidential Candidate You Voted For,Have Reservations,42,57,1
Opinion of Presidential Candidate You Voted For,Dislike Opponent,41,51,8
When Did You Decide Presidential Vote?,Just Today,51,44,5
When Did You Decide Presidential Vote?,Last Few Days,50,45,5
When Did You Decide Presidential Vote?,In October,49,48,3
When Did You Decide Presidential Vote?,In September,45,53,2
When Did You Decide Presidential Vote?,Before That,53,46,1
When Did You Decide Presidential Vote?,Today/Last Few Days,50,44,6
When Did You Decide Presidential Vote?,Before That,51,47,2
When Did You Decide Presidential Vote?,In October or November,50,46,4
When Did You Decide Presidential Vote?,Before That,52,47,1
Vote by Marital Status,Married,42,56,2
Vote by Marital Status,Unmarried,62,35,3
Vote by Gender and Marital Status,Married Men,38,60,2
Vote by Gender and Marital Status,Married Women,46,53,1
Vote by Gender and Marital Status,Unmarried Men,56,40,4
Vote by Gender and Marital Status,Unmarried Women,67,31,2
Any Children Under 18 Living in Your Home?,Yes,51,47,2
Any Children Under 18 Living in Your Home?,No,50,47,3
Vote by Marital Status and Children,Married With Children,45,54,1
Vote by Marital Status and Children,All Others,53,45,2
Vote by Gender and Children in Household,Fathers,45,53,2
Vote by Gender and Children in Household,Mothers,56,43,1
Vote by Gender and Children in Household,Men With No Children,47,50,3
Vote by Gender and Children in Household,Women With No Children,54,45,1
Is Anyone in Household a Union Member?,Yes,58,40,2
Is Anyone in Household a Union Member?,No,49,48,3
Do You Work Full-Time For Pay?,Yes,49,49,2
Do You Work Full-Time For Pay?,No,53,45,2
Should Same-Sex Marriages Be Legal in Your State?,Yes,73,25,2
Should Same-Sex Marriages Be Legal in Your State?,No,25,74,1
"Are You Gay, Lesbian or Bisexual?",Yes,76,22,2
"Are You Gay, Lesbian or Bisexual?",No,49,49,2
Importance of Obama's Response to Hurricane,Most Important Factor,73,26,1
Importance of Obama's Response to Hurricane,An Important Factor,65,33,2
Importance of Obama's Response to Hurricane,Minor Factor,51,46,3
Importance of Obama's Response to Hurricane,Not a Factor At All,28,70,2
Obama's Hurricane Response Important to You?,Yes,68,31,1
Obama's Hurricane Response Important to You?,No,37,60,3
Obama's Hurricane Response a Factor in Your Vote?,Yes,62,36,2
Obama's Hurricane Response a Factor in Your Vote?,No,28,70,2
Vote for U.S. House,Democrat,93,6,1
Vote for U.S. House,Republican,7,92,1
Vote by Size of Place,Urban,62,36,2
Vote by Size of Place,Suburban,48,50,2
Vote by Size of Place,Rural,39,59,2
